Timestamp,Do you use the standard library’s lock types (Mutex or RwLock) in any of your projects?,Do you use locks from outside the standard library (such as from antidote or parking_lot) in any of your projects?,Which of these is closest to how you acquire locks? (Select all that apply),Have you ever thought carefully about lock poisoning in your projects?,"If so, what do you want to happen when a lock is poisoned? (Select all that apply)",Do you think you’ve benefited from the standard library’s lock types providing poisoning by default?,Do you use the standard library’s lock types or their guards in the public API of any of your projects?,"If so, what’s an example of how the standard library’s lock or guard types appear in the public API of any of your projects? (Please keep accidental information leakage in mind here and consider replacing names with placeholders)",How much friction do you think would be involved in migrating any of your projects from the standard library’s poisoning lock types to a non-poisoning lock crate like antidote or parking_lot? (That would mean replacing .lock().unwrap() with .lock()),Why do you use locks from outside the standard library? (Select all that apply),Do you implement poisoning some other way?,"If so, what do you want to happen when data is poisoned? (Select all that apply)",Would you use a poisoning implementation from the standard library if it was independent of Mutex or RwLock?
2020/12/13 3:50:42 AM GMT+11,Yes,Yes,.lock().unwrap();.lock().expect(“couldn’t acquire lock!”),No,I want my program to terminate;I never want to access the data again,No,No,,None,To avoid having to write .lock.unwrap();For performance,No,,
2020/12/13 3:53:01 AM GMT+11,Yes,Yes,.lock().unwrap(),Yes,I want to access the data again,No,No,,A manageable amount,For async/await,No,,Yes
2020/12/13 3:54:59 AM GMT+11,Yes,Yes,.lock().unwrap(),Yes,I never want to access the data again,Yes,No,,None,For performance,No,,Yes
2020/12/13 3:58:24 AM GMT+11,Yes,Yes,.lock()?,No,I never want my program to terminate;I want to check and fix the data,Yes,No,,None,For async/await,No,I never want my program to terminate;I want to access the data again;I want to check and fix the data,No
2020/12/13 4:10:45 AM GMT+11,No,No,,No,,,,,,,,,
2020/12/13 4:19:52 AM GMT+11,Yes,No,.lock().unwrap(),No,,No,No,,None,,,,
2020/12/13 4:20:08 AM GMT+11,No,Yes,.lock().unwrap(),Yes,I want my program to terminate,No,No,,None,To avoid having to write .lock.unwrap();For performance,No,I want my program to terminate,Yes
2020/12/13 4:21:28 AM GMT+11,Yes,No,.lock().unwrap(),No,I never want my program to terminate,No,No,,A manageable amount,,,,
2020/12/13 4:30:05 AM GMT+11,Yes,No,.lock().unwrap(),No,I want to check and fix the data,No,No,,A manageable amount,To avoid having to write .lock.unwrap();For performance;For no-std;For async/await,No,,Yes
2020/12/13 4:30:06 AM GMT+11,No,No,,,,,,,,,,,
2020/12/13 4:36:56 AM GMT+11,Yes,Yes,lock.expect(),No,I want my program to terminate;I never want my program to terminate;I never want to access the data again,Yes,No,,A manageable amount,For no-std;For async/await,No,,Yes
2020/12/13 4:44:40 AM GMT+11,Yes,No,.lock().unwrap(),No,I want to access the data again;I want to check and fix the data,,No,,,,,,
2020/12/13 4:48:21 AM GMT+11,Yes,Yes,.lock().unwrap(),No,I want my program to terminate,Yes,No,,A manageable amount,For no-std,No,,No
2020/12/13 4:52:14 AM GMT+11,Yes,No,.lock().unwrap(),No,I want to check and fix the data,No,No,,A manageable amount,,No,,Yes
2020/12/13 5:33:44 AM GMT+11,Yes,Yes,.lock().unwrap(),Yes,I want my program to terminate,No,No,,A manageable amount,To avoid having to write .lock.unwrap();For performance;For async/await,No,,No
2020/12/13 5:34:23 AM GMT+11,No,Yes,,,,,,,,To avoid having to write .lock.unwrap();For performance;For async/await,No,I never want to access the data again,Yes
2020/12/13 5:36:02 AM GMT+11,No,Yes,.lock().unwrap(),No,I want to access the data again,No,No,,A manageable amount,For async/await,No,I want to access the data again,No
2020/12/13 5:41:56 AM GMT+11,Yes,No,.lock().unwrap();.lock()?,No,I never want my program to terminate;I want to access the data again;I want to check and fix the data,No,No,,A manageable amount,For performance;For async/await,No,,No
2020/12/13 5:42:54 AM GMT+11,Yes,Yes,.lock().unwrap();.lock().unwrap_or_else(PoisonGuard::into_inner),Yes,I never want my program to terminate;I want to access the data again,No,No,,None,To avoid having to write .lock.unwrap();For performance;For no-std,No,I never want my program to terminate;I want to access the data again,No
2020/12/13 5:45:22 AM GMT+11,Yes,Yes,.lock().unwrap();.lock()?;.lock().expect(...),No,I'm not sure,No,Yes,"I can't find an example right now, but I have definitely used them before.",None,For performance;For no-std,No,I'm not sure.,No
2020/12/13 5:57:16 AM GMT+11,Yes,Yes,.lock().unwrap(),Yes,I want to access the data again,No,No,,A manageable amount,For async/await,No,I want to access the data again;I want to check and fix the data,No
2020/12/13 5:57:29 AM GMT+11,Yes,Yes,.lock().unwrap();.lock()?,Yes,I never want my program to terminate,No,No,,A manageable amount,To avoid having to write .lock.unwrap();For performance;For no-std,No,I never want my program to terminate,Yes
2020/12/13 6:37:09 AM GMT+11,Yes,Yes,.lock().unwrap();.lock()?,Yes,I never want my program to terminate;I want to report an RPC error (like HTTP 500) and continue,No,Yes,"RwLock<HashMap<Run, RwLock<RunData>>>",None,For performance,No,,Yes
2020/12/13 6:55:46 AM GMT+11,Yes,Yes,.lock().unwrap();.lock().unwrap_or_else(PoisonGuard::into_inner),No,,No,No,,A manageable amount,For performance;For async/await,No,I never want my program to terminate;I want to access the data again;I want to check and fix the data,No
2020/12/13 6:57:38 AM GMT+11,Yes,Yes,.lock().unwrap(),No,I want my program to terminate,No,No,,None,For async/await;Send guards,No,I want my program to terminate,Yes
2020/12/13 7:07:17 AM GMT+11,Yes,Yes,.lock().unwrap(),No,,No,Yes,,A manageable amount,To avoid having to write .lock.unwrap();For performance,No,,Yes
2020/12/13 7:40:15 AM GMT+11,Yes,Yes,.lock().unwrap(),No,I want my program to terminate;I never want to access the data again,No,No,,A manageable amount,To avoid having to write .lock.unwrap();For performance;For async/await,No,I want my program to terminate;I never want to access the data again,Yes
2020/12/13 7:59:44 AM GMT+11,Yes,Yes,.lock().unwrap(),Yes,I want my program to terminate,No,No,,None,To avoid having to write .lock.unwrap();For async/await,No,,No
2020/12/13 8:01:33 AM GMT+11,Yes,Yes,.lock().unwrap(),No,,No,No,,None,To avoid having to write .lock.unwrap();For performance,No,"I want my program to terminate;I want a panic to happen, i.e. lock() to behave as lock().unwrap() behaves now",No
2020/12/13 8:07:48 AM GMT+11,Yes,No,.lock().unwrap(),No,I want my program to terminate;I never want my program to terminate;I want to check and fix the data;I never want to access the data again,No,Yes,fn update(state: Arc<Mutex<T>>);,A manageable amount,,,,
2020/12/13 8:11:59 AM GMT+11,Yes,No,.lock().unwrap(),Yes,I want my program to terminate;I want to check and fix the data,Yes,Yes,,A manageable amount,,,,
2020/12/13 8:29:54 AM GMT+11,Yes,Yes,.lock().unwrap(),No,I want to check and fix the data;I never want to access the data again,Yes,No,,None,To avoid having to write .lock.unwrap();For performance,No,,No
2020/12/13 8:37:14 AM GMT+11,Yes,No,.lock().unwrap(),No,I want my program to terminate,,No,,None,,No,I want my program to terminate,
2020/12/13 8:56:04 AM GMT+11,Yes,No,.lock().unwrap(),No,I want to check and fix the data,No,No,,A manageable amount,,,,
2020/12/13 9:09:31 AM GMT+11,Yes,Yes,.lock().unwrap();.lock()?,Yes,"Check data, terminate if invariant is broken",Yes,No,,A manageable amount,For performance;For async/await,Yes,"check data, terminate if invariant is broken",Yes
2020/12/13 9:12:06 AM GMT+11,Yes,No,.lock().unwrap(),No,,Yes,No,,A manageable amount,,,,
2020/12/13 9:47:34 AM GMT+11,Yes,No,.lock().unwrap(),No,,Yes,No,,None,,,,Yes
2020/12/13 9:59:41 AM GMT+11,Yes,No,.lock().unwrap_or_else(PoisonGuard::into_inner),No,I never want my program to terminate,No,No,,A manageable amount,,No,,Yes
2020/12/13 10:13:29 AM GMT+11,Yes,Yes,.lock()?;lock(),No,I never want my program to terminate;I want to access the data again,No,No,,A manageable amount,To avoid having to write .lock.unwrap();For performance;For async/await,No,I never want my program to terminate;I want to access the data again,No
2020/12/13 10:48:30 AM GMT+11,No,Yes,,,,,,,,To avoid having to write .lock.unwrap();For performance;For async/await,No,I never want my program to terminate;I want to access the data again,No
2020/12/13 10:57:21 AM GMT+11,Yes,No,.lock().unwrap(),No,,No,No,,A manageable amount,,No,,No
2020/12/13 11:36:08 AM GMT+11,Yes,No,.lock().unwrap(),No,I want my program to terminate;I want to check and fix the data,No,Yes,"As a parameter in some constructors:
fn from_x(x: Arc<Mutex<X>>) -> Self;",None,,,,
2020/12/13 12:49:36 PM GMT+11,Yes,No,.lock().unwrap(),No,I want my program to terminate,No,No,,Too much,To avoid having to write .lock.unwrap(),No,I want my program to terminate,
2020/12/13 12:56:59 PM GMT+11,Yes,No,.lock().unwrap(),No,,No,No,,None,,,,
2020/12/13 1:12:40 PM GMT+11,Yes,Yes,.lock().unwrap(),No,,No,No,,A manageable amount,For performance;For async/await,No,,No
2020/12/13 1:40:07 PM GMT+11,Yes,No,.lock().unwrap(),No,I want my program to terminate;I never want to access the data again,No,No,,None,,,,
2020/12/13 2:58:06 PM GMT+11,Yes,No,.lock().unwrap(),No,I want my program to terminate;I want to check and fix the data,No,Yes,,A manageable amount,For performance,No,I want my program to terminate;I want to check and fix the data,No
2020/12/13 3:59:35 PM GMT+11,No,Yes,.lock()?,No,,No,No,,None,To avoid having to write .lock.unwrap();For performance,No,,Yes
2020/12/13 4:07:58 PM GMT+11,Yes,No,.lock().unwrap(),No,I want my program to terminate,Yes,No,,None,,,,
2020/12/13 4:20:16 PM GMT+11,Yes,Yes,.lock().unwrap(),Yes,I want my program to terminate;I never want to access the data again,Yes,No,,A manageable amount,For performance;For low size,No,,No
2020/12/13 4:32:11 PM GMT+11,Yes,No,.lock().unwrap(),No,I want my program to terminate;I never want to access the data again,,No,,None,,No,,
2020/12/13 5:21:39 PM GMT+11,Yes,Yes,.lock().unwrap(),Yes,I never want my program to terminate;I want to check and fix the data,Yes,Yes,parking_lot,A manageable amount,To avoid having to write .lock.unwrap();For async/await,No,,Yes
2020/12/13 5:24:17 PM GMT+11,Yes,No,.lock().unwrap();.lock()?;.lock().unwrap_or_else(PoisonGuard::into_inner),Yes,I want to access the data again,No,Yes,fn(…) -> Mutex<T>,None,,,,
2020/12/13 6:21:46 PM GMT+11,Yes,Yes,.lock()?,No,,Yes,No,,A manageable amount,For async/await,No,,No
2020/12/13 7:22:46 PM GMT+11,Yes,No,.lock().unwrap(),No,,No,No,,A manageable amount,,,,
2020/12/13 7:25:45 PM GMT+11,Yes,No,.lock().unwrap(),Yes,I want my program to terminate,Yes,No,,A manageable amount,,,,
2020/12/13 7:47:04 PM GMT+11,Yes,No,.lock().unwrap(),No,I want my program to terminate,No,No,,A manageable amount,,No,,No
2020/12/13 8:08:36 PM GMT+11,No,Yes,.lock().unwrap(),No,,No,No,,None,To avoid having to write .lock.unwrap();For async/await,No,I want to access the data again,No
2020/12/13 9:21:41 PM GMT+11,Yes,No,.lock().unwrap();.lock()?,No,,No,No,,A manageable amount,,No,,No
2020/12/13 9:48:59 PM GMT+11,Yes,Yes,.lock().unwrap(),Yes,,No,No,,A manageable amount,For performance;For async/await,No,,Yes
2020/12/13 10:53:09 PM GMT+11,Yes,Yes,.lock().unwrap(),No,I want my program to terminate,,No,,None,To avoid having to write .lock.unwrap();For performance;For async/await,No,,Yes
2020/12/13 10:59:00 PM GMT+11,Yes,No,.lock().unwrap(),No,I want to check and fix the data,No,No,,None,,,,
2020/12/13 11:13:19 PM GMT+11,Yes,Yes,.lock().unwrap(),No,I want my program to terminate,Yes,No,,None,For performance;For no-std;For async/await,No,I want my program to terminate,Yes
2020/12/13 11:44:50 PM GMT+11,Yes,Yes,.lock().unwrap(),Yes,I want my program to terminate;I never want my program to terminate,No,No,,None,For performance;For async/await,No,,No
2020/12/14 1:17:08 AM GMT+11,Yes,No,.lock().unwrap();.lock()?,Yes,I want my program to terminate;I want to check and fix the data,Yes,No,,None,,No,I want my program to terminate;I want to check and fix the data,Yes
2020/12/14 2:13:59 AM GMT+11,Yes,Yes,.lock().unwrap(),No,,No,No,,A manageable amount,To avoid having to write .lock.unwrap();For performance,No,,No
2020/12/14 2:14:40 AM GMT+11,Yes,No,.lock().unwrap(),No,I want my program to terminate;I never want to access the data again,No,No,,None,,,,Yes
2020/12/14 2:17:23 AM GMT+11,Yes,No,.lock()?,No,I never want my program to terminate;I want to access the data again;I want to check and fix the data,No,,,None,,No,I never want my program to terminate;I want to access the data again;I want to check and fix the data,Yes
2020/12/14 2:30:45 AM GMT+11,Yes,Yes,.lock().unwrap();.lock()?,Yes,I want my program to terminate;I want to check and fix the data,Yes,Yes,No guard exposed. Arc lock,A manageable amount,For performance,No,I want my program to terminate;I want to check and fix the data,Yes
2020/12/14 2:53:29 AM GMT+11,Yes,Yes,.lock().unwrap();/* in a Drop impl: */ if let Ok(_) = mutex.lock() { /* clear stale data */ },Yes,"I never want to access the data again;I want any tasks touching the data to terminate, but unrelated tasks serving other clients to continue.",No,Yes,type Handle = Arc<Mutex<Room>>;,None,For async/await,No,"I never want to access the data again;I want any tasks touching the data to terminate, but unrelated tasks serving other clients to continue",No
2020/12/14 2:58:40 AM GMT+11,Yes,Yes,.lock()?,No,I want my program to terminate;I want to check and fix the data;I never want to access the data again,No,No,,A manageable amount,For performance,No,I want my program to terminate;I want to check and fix the data,Yes
2020/12/14 3:48:06 AM GMT+11,No,Yes,.lock().unwrap(),No,,No,No,,None,For async/await,No,I never want my program to terminate,No
2020/12/14 4:27:38 AM GMT+11,Yes,Yes,.lock().unwrap_or_else(PoisonGuard::into_inner),Yes,I want my program to terminate;I want to access the data again,No,No,,A manageable amount,To avoid having to write .lock.unwrap();For async/await,No,I want to access the data again,No
2020/12/14 5:42:46 AM GMT+11,Yes,No,.lock().unwrap(),No,I want my program to terminate;I want to check and fix the data,No,No,,None,,,,
2020/12/14 5:58:20 AM GMT+11,Yes,No,.lock().unwrap(),No,,No,No,,A manageable amount,,,,
2020/12/14 6:18:38 AM GMT+11,Yes,No,.lock().unwrap(),Yes,"Situation dependent — some need termination, some need just to drop one part",No,No,,A manageable amount,,,,
2020/12/14 6:46:37 AM GMT+11,Yes,No,.lock().unwrap(),No,,Yes,No,,None,,,,
2020/12/14 7:05:01 AM GMT+11,No,Yes,.lock().unwrap_or_else(PoisonGuard::into_inner),Yes,I never want my program to terminate;I want to access the data again,No,No,,A manageable amount,To avoid having to write .lock.unwrap();For performance,No,I never want my program to terminate;I want to access the data again;I want to check and fix the data,Yes
2020/12/14 7:52:19 AM GMT+11,Yes,No,.lock().unwrap(),No,I never want my program to terminate;I want to access the data again;I want to check and fix the data,No,No,,A manageable amount,For performance;For no-std;For async/await,No,I never want my program to terminate;I want to access the data again;I want to check and fix the data,Yes
2020/12/14 7:53:12 AM GMT+11,Yes,No,.lock().unwrap(),No,I never want my program to terminate;I want to check and fix the data,No,No,,None,,,,
2020/12/14 8:07:17 AM GMT+11,Yes,No,.lock().unwrap(),No,I want my program to terminate,No,No,Taking a `FnOnce` argument which is invoked. Never really return any guard.,None,,,,
2020/12/14 8:13:10 AM GMT+11,Yes,No,.lock().unwrap(),Yes,I want my program to terminate,Yes,No,,A manageable amount,,,,Yes
2020/12/14 8:16:38 AM GMT+11,Yes,Yes,.lock().unwrap();.lock()?,Yes,I want my program to terminate;I want to access the data again,Yes,No,,A manageable amount,For performance;For no-std;For async/await,No,,Yes
2020/12/14 9:08:14 AM GMT+11,Yes,Yes,.lock().unwrap(),Yes,I want my program to terminate,Yes,Yes,"pub fn new<'a>(foo: RwLockReadGuard<'a, Foo>) -> Option<(Self, Bar)> {",None,For performance;For async/await,No,I want my program to terminate,No
2020/12/14 11:20:24 AM GMT+11,Yes,Yes,.lock().unwrap();.lock()?,Yes,I want my program to terminate;I never want to access the data again,Yes,No,,None,To avoid having to write .lock.unwrap();For async/await,No,,Yes
2020/12/14 1:11:43 PM GMT+11,Yes,No,.lock()?,Yes,I never want my program to terminate,No,No,,A manageable amount,For async/await,No,,No
2020/12/14 1:51:49 PM GMT+11,Yes,No,.lock().unwrap(),Yes,I want my program to terminate,No,No,,None,,,,
2020/12/14 4:57:38 PM GMT+11,Yes,Yes,.lock().unwrap(),Yes,I want my program to terminate,No,No,,None,To avoid having to write .lock.unwrap();For async/await,No,,No
2020/12/14 5:35:23 PM GMT+11,No,Yes,.lock().unwrap();.lock()?;.lock().unwrap_or_else(PoisonGuard::into_inner),Yes,I want my program to terminate;I want to access the data again;I never want to access the data again,,No,,None,For performance;For async/await,No,,Yes
2020/12/14 5:43:28 PM GMT+11,Yes,Yes,.lock().unwrap(),Yes,I want my program to terminate;I want to check and fix the data;I never want to access the data again,Yes,No,,Too much,For performance;For no-std;For async/await,No,,Yes
2020/12/14 5:52:34 PM GMT+11,Yes,Yes,.lock().unwrap();.lock()?,No,I want my program to terminate;I want to check and fix the data,No,No,,A manageable amount,To avoid having to write .lock.unwrap();For performance;For async/await,No,,No
2020/12/14 6:01:17 PM GMT+11,Yes,No,.lock().unwrap(),No,,No,No,,A manageable amount,,,,
2020/12/14 6:12:07 PM GMT+11,Yes,No,.lock().unwrap();.lock()?,No,I want my program to terminate;I never want to access the data again,Yes,Yes,,A manageable amount,For performance,No,I want my program to terminate;I never want to access the data again,No
2020/12/14 7:33:13 PM GMT+11,Yes,No,.lock().unwrap(),No,I want my program to terminate;I want to check and fix the data,Yes,No,,A manageable amount,,,,
2020/12/14 9:01:19 PM GMT+11,Yes,Yes,.lock()?,No,,,No,,None,For async/await,No,,
2020/12/14 9:06:07 PM GMT+11,Yes,No,.lock().unwrap(),No,,No,No,,A manageable amount,,,,
2020/12/14 9:23:43 PM GMT+11,No,No,.lock().unwrap(),No,I want my program to terminate,,,,A manageable amount,,No,,
2020/12/14 10:23:43 PM GMT+11,Yes,Yes,.lock().unwrap();.lock()?,No,,No,No,,A manageable amount,To avoid having to write .lock.unwrap();For async/await,No,,Yes
2020/12/14 10:26:27 PM GMT+11,Yes,No,.lock().unwrap(),Yes,I want my program to terminate,Yes,No,,A manageable amount,,,,
2020/12/14 11:39:15 PM GMT+11,Yes,No,.lock().unwrap();.lock().unwrap_or_else(PoisonGuard::into_inner),Yes,I want my program to terminate;I want to access the data again,Yes,No,,A manageable amount,,No,,
2020/12/14 11:48:03 PM GMT+11,Yes,No,.lock().unwrap(),No,I want my program to terminate,No,No,,Too much,,,,
2020/12/14 11:55:28 PM GMT+11,Yes,No,.lock().unwrap();.lock()?,Yes,I want my program to terminate,Yes,No,,A manageable amount,,No,,Yes
2020/12/15 12:00:39 AM GMT+11,Yes,Yes,.lock().unwrap(),Yes,I want my program to terminate;I want to access the data again,No,No,,A manageable amount,For performance;For async/await,No,,No
2020/12/15 12:12:52 AM GMT+11,No,Yes,.lock(),No,I never want my program to terminate;I want to access the data again,No,No,,A manageable amount,To avoid having to write .lock.unwrap();For performance;For async/await,No,,No
2020/12/15 1:39:01 AM GMT+11,Yes,Yes,.lock()?,No,I want my program to terminate;I never want to access the data again,No,No,,A manageable amount,For async/await,,,Yes
2020/12/15 1:48:35 AM GMT+11,Yes,No,.lock().unwrap(),No,I want my program to terminate;I never want to access the data again,Yes,No,,A manageable amount,,No,,Yes
2020/12/15 2:16:29 AM GMT+11,No,Yes,.lock().unwrap(),No,I want my program to terminate;I never want to access the data again,No,No,,,To avoid having to write .lock.unwrap();For performance;For async/await,No,I want my program to terminate;I never want to access the data again,No
2020/12/15 2:24:01 AM GMT+11,Yes,No,.lock().unwrap(),No,I want my program to terminate,No,No,,A manageable amount,,No,,No
2020/12/15 2:34:52 AM GMT+11,Yes,No,.lock().unwrap(),No,I want my program to terminate,Yes,Yes,,None,For no-std,No,,No
2020/12/15 3:18:16 AM GMT+11,Yes,Yes,.lock().unwrap(),Yes,I want to access the data again,Yes,,,,,,,
2020/12/15 4:38:18 AM GMT+11,Yes,Yes,.lock().unwrap(),No,,Yes,No,,A manageable amount,For performance;For async/await,No,,Yes
2020/12/15 6:25:22 AM GMT+11,Yes,No,.lock().unwrap(),No,I want my program to terminate,,No,,,,,,
2020/12/15 6:25:34 AM GMT+11,No,Yes,.lock()?,Yes,I want my program to terminate;I want to access the data again;I want to check and fix the data,No,No,,A manageable amount,To avoid having to write .lock.unwrap();For performance,No,I want my program to terminate;I want to access the data again;I want to check and fix the data,Yes
2020/12/15 8:27:17 AM GMT+11,Yes,Yes,.lock().unwrap(),No,I want my program to terminate;I never want to access the data again,No,Yes,,A manageable amount,For performance;For async/await,No,,No
2020/12/15 8:50:11 AM GMT+11,Yes,No,.lock().unwrap(),Yes,I never want my program to terminate,No,No,,None,For performance,No,I never want my program to terminate,Yes
2020/12/15 10:04:32 AM GMT+11,Yes,Yes,.lock().unwrap(),Yes,I want my program to terminate,,No,,,For performance,No,,
2020/12/15 10:27:03 AM GMT+11,Yes,Yes,.lock().unwrap(),No,,No,No,,None,For performance;For async/await,No,,No
2020/12/15 10:28:11 AM GMT+11,Yes,Yes,.lock()?,Yes,I don't let locks be poisoned as I aim to make code in locks panic-free.  Having rustc prove a block is panic-free would help.,No,No,,None,To avoid having to write .lock.unwrap();For performance,Yes,As before I don't want this unwanted state to be possible.,Yes
2020/12/15 10:42:19 AM GMT+11,Yes,Yes,.lock()?,Yes,I want my program to terminate,No,No,,A manageable amount,For async/await,No,I want my program to terminate,No
2020/12/15 10:53:49 AM GMT+11,Yes,No,.lock().unwrap();.lock()?,No,I want my program to terminate;I want to access the data again,Yes,No,,A manageable amount,,,,
2020/12/15 11:01:53 AM GMT+11,Yes,Yes,"read(), write() in lever crate and bunch of problems of std is also resolved there.",Yes,I want to access the data again;I want to check and fix the data,No,No,Like how lever crate's api designed.,A manageable amount,For performance;Database related special issues,Yes,I never want my program to terminate;I want to access the data again;I want to check and fix the data,No
2020/12/15 11:06:22 AM GMT+11,Yes,No,.lock().unwrap(),Yes,I want my program to terminate;I want to check and fix the data,Yes,No,,A manageable amount,,,,Yes
2020/12/15 11:14:58 AM GMT+11,No,Yes,.lock().unwrap();.lock()?,Yes,I want my program to terminate;I want to access the data again;I never want to access the data again,No,No,,None,To avoid having to write .lock.unwrap();For performance;For no-std;For async/await,No,I want my program to terminate;I want to access the data again;I never want to access the data again,Yes
2020/12/15 11:47:05 AM GMT+11,Yes,Yes,.lock().unwrap(),No,,No,No,,A manageable amount,For async/await,No,I want my program to terminate,No
2020/12/15 12:57:00 PM GMT+11,Yes,Yes,.lock().unwrap(),No,,No,No,,None,For no-std;For async/await,No,,No
2020/12/15 1:35:54 PM GMT+11,Yes,Yes,.lock().unwrap(),No,I want my program to terminate,No,No,,None,For async/await,No,I want my program to terminate,No
2020/12/15 2:05:32 PM GMT+11,No,Yes,.lock()?,Yes,I want my program to terminate,Yes,No,,Too much,For performance,No,I want my program to terminate,No
2020/12/15 2:27:32 PM GMT+11,Yes,Yes,.lock().unwrap(),Yes,I want my program to terminate,No,No,,None,To avoid having to write .lock.unwrap();For performance;For async/await,No,I want my program to terminate,No
2020/12/15 2:52:02 PM GMT+11,Yes,No,.lock().unwrap(),No,I never want my program to terminate;I want to access the data again;I want to check and fix the data,No,No,,None,,,,
2020/12/15 3:28:21 PM GMT+11,No,Yes,Just .lock(); I use parking_lot,No,I want my program to terminate,No,No,,None,To avoid having to write .lock.unwrap();For performance,No,,No
2020/12/15 4:33:47 PM GMT+11,Yes,Yes,.lock().unwrap();.lock()?,No,I want my program to terminate;I never want to access the data again,Yes,No,,A manageable amount,For async/await,No,I want my program to terminate;I never want to access the data again,No
2020/12/15 4:49:07 PM GMT+11,Yes,Yes,.lock().unwrap(),Yes,I want my program to terminate;I never want to access the data again;I expect to use different types of locks (potentially) to get different behavior.,Yes,Yes,,Too much,For no-std,,,Yes
2020/12/15 5:21:56 PM GMT+11,Yes,Yes,.lock().unwrap(),Yes,I want my program to terminate,No,No,,A manageable amount,To avoid having to write .lock.unwrap();For performance,No,I want my program to terminate,Yes
2020/12/15 5:40:37 PM GMT+11,Yes,Yes,.lock().unwrap(),No,I want my program to terminate,Yes,No,,None,For performance;For async/await;Through other libraries that use them,No,I want my program to terminate,Yes
2020/12/15 5:53:51 PM GMT+11,Yes,No,.lock().unwrap(),No,,No,No,,A manageable amount,,,,
2020/12/15 6:01:50 PM GMT+11,Yes,No,.lock().unwrap();.lock()?,No,,Yes,No,,A manageable amount,For async/await,No,,Yes
2020/12/15 7:14:10 PM GMT+11,Yes,Yes,.lock().unwrap();.lock()?,Yes,I never want my program to terminate;I want to access the data again;I want to check and fix the data,Yes,Yes,"I constantly expose objects behind a RwLock, for example:

RwLockReadGuard<'_, HashMap<String, SomeDataStructure>>",None,For performance,Yes,I want to access the data again;I want to check and fix the data,Yes
2020/12/15 7:26:12 PM GMT+11,Yes,No,If let ok,No,,,No,,None,,,,
2020/12/15 7:28:33 PM GMT+11,No,No,,,,,,,,,,,
2020/12/15 7:56:02 PM GMT+11,Yes,Yes,.lock().unwrap(),No,I never want my program to terminate;I want to access the data again;I want to check and fix the data,Yes,No,,A manageable amount,To avoid having to write .lock.unwrap();For no-std;For async/await,No,I never want my program to terminate;I want to access the data again;I want to check and fix the data,Yes
2020/12/15 8:44:56 PM GMT+11,Yes,No,.lock().unwrap();.lock()?,No,,No,No,,A manageable amount,,,,
2020/12/15 8:59:18 PM GMT+11,Yes,No,.lock().unwrap(),Yes,I want my program to terminate;I never want to access the data again,No,No,,A manageable amount,,No,,Yes
2020/12/15 9:56:10 PM GMT+11,Yes,No,.lock().unwrap();.lock()?,No,I want my program to terminate,Yes,No,,A manageable amount,For performance;For no-std,No,,
2020/12/15 11:07:38 PM GMT+11,Yes,Yes,.lock().unwrap(),No,,,No,,A manageable amount,For async/await,No,I want my program to terminate,
2020/12/15 11:08:46 PM GMT+11,Yes,No,.lock().unwrap(),No,I want to access the data again,No,Yes,,A manageable amount,,,,
2020/12/15 11:23:59 PM GMT+11,Yes,No,.lock()?;.lock().unwrap_or_else(PoisonGuard::into_inner),Yes,I want to access the data again;I want to check and fix the data,Yes,No,,A manageable amount,For no-std;For async/await;because libraries I'm using do.,No,I want to access the data again;I want to check and fix the data,Yes
2020/12/16 1:01:44 AM GMT+11,Yes,Yes,.lock().unwrap(),No,,,,,,For async/await,No,,
2020/12/16 2:09:26 AM GMT+11,Yes,Yes,.lock().unwrap(),Yes,I want my program to terminate;I want to check and fix the data,No,No,,A manageable amount,For performance;For async/await,No,,Yes
2020/12/16 3:30:34 AM GMT+11,No,Yes,,,,,,,,For no-std,Yes,I want my program to terminate;I never want my program to terminate;I want to access the data again;I want to check and fix the data;I never want to access the data again;It depends on the application.,
2020/12/16 3:48:14 AM GMT+11,Yes,No,.lock().unwrap(),No,I want my program to terminate;I want to access the data again,No,No,,A manageable amount,For async/await,No,I want my program to terminate;I want to access the data again,No
2020/12/16 4:38:11 AM GMT+11,Yes,No,.lock().unwrap(),No,I want my program to terminate;I never want to access the data again,Yes,No,,A manageable amount,For no-std;For async/await,No,,Yes
2020/12/16 5:43:37 AM GMT+11,Yes,No,.lock().unwrap(),Yes,I want my program to terminate;I never want to access the data again,No,No,,None,,,,
2020/12/16 5:59:40 AM GMT+11,No,Yes,.lock().unwrap(),Yes,I want my program to terminate,No,No,,A manageable amount,For async/await,No,,No
2020/12/16 6:05:26 AM GMT+11,No,No,,,,,,,,,,,
2020/12/16 6:16:26 AM GMT+11,Yes,No,.lock()?,Yes,I never want my program to terminate;I want to access the data again,No,No,,A manageable amount,,No,,Yes
2020/12/16 6:40:49 AM GMT+11,Yes,Yes,.lock().unwrap(),Yes,I never want my program to terminate;I want to check and fix the data,Yes,No,,A manageable amount,"To avoid having to write .lock.unwrap();For performance;Because standard library locks are unrecoverable, I cannot replace the poisionous value in an RwLock with a good value",Yes,I never want my program to terminate;I want to check and fix the data,Yes
2020/12/16 8:24:28 AM GMT+11,Yes,Yes,.lock().unwrap(),No,,No,Yes,`Arc<Mutex<T>>` mostly,A manageable amount,For async/await,No,,Yes
